87;1110.00;10.10;1779.00;big
87;1135.00;10.10;1707.00;big
88;1187.00;10.10;1832.00;big
88;1166.00;10.30;1762.00;big
89;1246.00;13.73;1279.00;big
89;1254.00;11.30;1201.00;big
90;1240.00;11.07;1585.00;big
90;1217.00;10.62;1693.00;big
91;1343.00;10.20;1779.00;big
91;1268.00;10.10;1819.00;big
92;1663.00;11.00;1671.00;big
92;1422.00;10.62;1690.00;big
93;1395.00;10.18;1873.00;big
93;1575.00;10.15;1845.00;big
94;1841.00;10.20;1964.00;big
94;1799.00;10.60;1902.00;big
95;1441.00;11.45;1497.00;big
95;1319.00;11.03;1501.00;big
